text,label_manual
Pelayanannya lumayan palsu.,Negatif
Barang ini terlalu kasar.,Negatif
Pengirimannya benar-benar rapi.,Positif
Kualitasnya sangat rusak.,Negatif
Pelayanannya cukup buruk.,Negatif
Bahannya benar-benar bagus.,Positif
Bahannya benar-benar jelek.,Negatif
Pengirimannya lumayan mengecewakan.,Negatif
Kualitasnya lumayan palsu.,Negatif
Barang ini cukup lambat.,Negatif
Pelayanannya agak kasar.,Negatif
Kualitasnya benar-benar bagus.,Positif
Pengirimannya terlalu rapi.,Positif
Kualitasnya agak memuaskan.,Positif
Paketnya cukup kasar.,Negatif
Pelayanannya terlalu memuaskan.,Positif
Bahannya benar-benar rapi.,Positif
Produknya sangat kasar.,Negatif
Pengirimannya lumayan palsu.,Negatif
Pelayanannya benar-benar rapi.,Positif
Produknya cukup oke.,Positif
Produknya agak mantap.,Positif
Bahannya sangat memuaskan.,Positif
Pelayanannya agak palsu.,Negatif
Barang ini lumayan mengecewakan.,Negatif
Kualitasnya cukup penyok.,Negatif
Kualitasnya cukup palsu.,Negatif
Produknya sangat kasar.,Negatif
Kualitasnya terlalu halus.,Positif
Bahannya sangat buruk.,Negatif
Kualitasnya terlalu mantap.,Positif
Pelayanannya cukup cepat.,Positif
Barang ini benar-benar bagus.,Positif
Paketnya agak memuaskan.,Positif
Produknya lumayan kasar.,Negatif
Kualitasnya benar-benar mengecewakan.,Negatif
Pengirimannya benar-benar buruk.,Negatif
Kualitasnya terlalu buruk.,Negatif
Bahannya agak cepat.,Positif
Pengirimannya sangat jelek.,Negatif
Pengirimannya cukup buruk.,Negatif
Pengirimannya agak palsu.,Negatif
Paketnya sangat mengecewakan.,Negatif
Pengirimannya sangat oke.,Positif
Pelayanannya sangat jelek.,Negatif
Produknya terlalu halus.,Positif
Paketnya lumayan penyok.,Negatif
Produknya terlalu halus.,Positif
Pelayanannya agak palsu.,Negatif
Pengirimannya benar-benar mengecewakan.,Negatif
Pelayanannya terlalu mengecewakan.,Negatif
Produknya agak palsu.,Negatif
Produknya agak bagus.,Positif
Paketnya cukup kasar.,Negatif
Bahannya cukup lambat.,Negatif
Pelayanannya sangat cepat.,Positif
Barang ini sangat palsu.,Negatif
Produknya sangat keren.,Positif
Pelayanannya sangat mengecewakan.,Negatif
Barang ini agak lambat.,Negatif
Kualitasnya lumayan mengecewakan.,Negatif
Barang ini cukup oke.,Positif
Pengirimannya cukup kasar.,Negatif
Pelayanannya lumayan buruk.,Negatif
Pengirimannya terlalu oke.,Positif
Pengirimannya terlalu rusak.,Negatif
Bahannya cukup jelek.,Negatif
Pelayanannya benar-benar oke.,Positif
Paketnya terlalu penyok.,Negatif
Paketnya cukup mengecewakan.,Negatif
Kualitasnya agak oke.,Positif
Pelayanannya sangat palsu.,Negatif
Kualitasnya sangat bagus.,Positif
Kualitasnya agak palsu.,Negatif
Pelayanannya lumayan oke.,Positif
Pengirimannya lumayan bagus.,Positif
Pengirimannya cukup oke.,Positif
Produknya agak kasar.,Negatif
Kualitasnya agak keren.,Positif
Produknya agak mantap.,Positif
Pelayanannya benar-benar halus.,Positif
Kualitasnya agak rusak.,Negatif
Kualitasnya terlalu kasar.,Negatif
Pelayanannya agak cepat.,Positif
Pelayanannya sangat jelek.,Negatif
Pelayanannya terlalu bagus.,Positif
Produknya benar-benar mengecewakan.,Negatif
Barang ini sangat halus.,Positif
Barang ini agak halus.,Positif
Kualitasnya agak cepat.,Positif
Pengirimannya cukup bagus.,Positif
Pelayanannya benar-benar buruk.,Negatif
Barang ini cukup kasar.,Negatif
Pelayanannya agak original.,Positif
Paketnya sangat rusak.,Negatif
Barang ini agak original.,Positif
Pengirimannya agak rusak.,Negatif
Kualitasnya agak halus.,Positif
Paketnya lumayan keren.,Positif
Kualitasnya benar-benar halus.,Positif
Kualitasnya benar-benar rapi.,Positif
Produknya lumayan palsu.,Negatif
Kualitasnya cukup penyok.,Negatif
Barang ini sangat jelek.,Negatif
Pengirimannya cukup penyok.,Negatif
Produknya benar-benar original.,Positif
Kualitasnya agak rapi.,Positif
Paketnya terlalu mengecewakan.,Negatif
Paketnya sangat buruk.,Negatif
Bahannya cukup cepat.,Positif
Kualitasnya terlalu mantap.,Positif
Paketnya lumayan mengecewakan.,Negatif
Pengirimannya cukup mantap.,Positif
Pelayanannya lumayan rusak.,Negatif
Paketnya benar-benar rapi.,Positif
Produknya sangat mantap.,Positif
Kualitasnya cukup bagus.,Positif
Produknya terlalu rapi.,Positif
Paketnya sangat jelek.,Negatif
Bahannya lumayan lambat.,Negatif
Paketnya agak penyok.,Negatif
Barang ini benar-benar penyok.,Negatif
Paketnya agak penyok.,Negatif
Kualitasnya lumayan oke.,Positif
Kualitasnya lumayan penyok.,Negatif
Pelayanannya terlalu oke.,Positif
Pelayanannya agak lambat.,Negatif
Barang ini lumayan buruk.,Negatif
Barang ini lumayan keren.,Positif
Pelayanannya benar-benar mengecewakan.,Negatif
Barang ini cukup keren.,Positif
Pengirimannya agak cepat.,Positif
Kualitasnya agak keren.,Positif
Pengirimannya benar-benar rusak.,Negatif
Kualitasnya terlalu kasar.,Negatif
Bahannya lumayan penyok.,Negatif
Barang ini cukup keren.,Positif
Bahannya sangat buruk.,Negatif
Paketnya terlalu kasar.,Negatif
Bahannya agak rapi.,Positif
Produknya terlalu palsu.,Negatif
Produknya benar-benar lambat.,Negatif
Barang ini lumayan mantap.,Positif
Pelayanannya agak keren.,Positif
Pelayanannya benar-benar keren.,Positif
Paketnya lumayan mengecewakan.,Negatif
Pelayanannya lumayan mengecewakan.,Negatif
Produknya agak mantap.,Positif
Bahannya agak jelek.,Negatif
Kualitasnya terlalu buruk.,Negatif
Barang ini cukup original.,Positif
Bahannya agak kasar.,Negatif
Barang ini terlalu oke.,Positif
Produknya agak buruk.,Negatif
Pelayanannya sangat memuaskan.,Positif
Barang ini lumayan jelek.,Negatif
Produknya agak mengecewakan.,Negatif
Paketnya benar-benar halus.,Positif
Bahannya cukup buruk.,Negatif
Kualitasnya benar-benar halus.,Positif
Produknya cukup penyok.,Negatif
Bahannya agak mengecewakan.,Negatif
Pelayanannya sangat cepat.,Positif
Pelayanannya cukup original.,Positif
Bahannya agak bagus.,Positif
Pengirimannya lumayan buruk.,Negatif
Barang ini cukup halus.,Positif
Paketnya cukup halus.,Positif
Produknya lumayan palsu.,Negatif
Paketnya terlalu bagus.,Positif
Pengirimannya benar-benar original.,Positif
Barang ini agak oke.,Positif
Paketnya agak rapi.,Positif
Barang ini lumayan mantap.,Positif
Produknya sangat original.,Positif
Paketnya lumayan cepat.,Positif
Pengirimannya lumayan jelek.,Negatif
Pelayanannya lumayan rusak.,Negatif
Bahannya cukup bagus.,Positif
Kualitasnya lumayan jelek.,Negatif
Pelayanannya agak mantap.,Positif
Pengirimannya benar-benar mengecewakan.,Negatif
Paketnya agak original.,Positif
Paketnya sangat memuaskan.,Positif
Barang ini cukup oke.,Positif
Pelayanannya lumayan mantap.,Positif
Produknya sangat penyok.,Negatif
Paketnya cukup jelek.,Negatif
Bahannya sangat rusak.,Negatif
Kualitasnya benar-benar penyok.,Negatif
Paketnya agak mantap.,Positif
Barang ini agak lambat.,Negatif
Barang ini terlalu palsu.,Negatif
Bahannya cukup oke.,Positif
Kualitasnya benar-benar mantap.,Positif
Bahannya sangat cepat.,Positif
Pelayanannya agak cepat.,Positif
Bahannya cukup rapi.,Positif
Barang ini lumayan palsu.,Negatif
Pelayanannya sangat kasar.,Negatif
Barang ini lumayan bagus.,Positif
Kualitasnya benar-benar memuaskan.,Positif
Produknya agak oke.,Positif
Pelayanannya agak rusak.,Negatif
Bahannya sangat rapi.,Positif
Produknya terlalu rapi.,Positif
Pengirimannya agak palsu.,Negatif
Paketnya cukup palsu.,Negatif
Pelayanannya agak kasar.,Negatif
Bahannya benar-benar lambat.,Negatif
Pengirimannya lumayan rusak.,Negatif
Bahannya lumayan penyok.,Negatif
Bahannya terlalu mengecewakan.,Negatif
Pengirimannya lumayan mengecewakan.,Negatif
Barang ini terlalu halus.,Positif
Pelayanannya cukup memuaskan.,Positif
Pengirimannya cukup penyok.,Negatif
Barang ini terlalu original.,Positif
Kualitasnya sangat kasar.,Negatif
Produknya cukup original.,Positif
Barang ini lumayan memuaskan.,Positif
Kualitasnya lumayan bagus.,Positif
Pengirimannya sangat memuaskan.,Positif
Kualitasnya sangat memuaskan.,Positif
Bahannya terlalu cepat.,Positif
Produknya sangat keren.,Positif
Produknya terlalu oke.,Positif
Produknya sangat buruk.,Negatif
Bahannya sangat rusak.,Negatif
Bahannya lumayan keren.,Positif
Bahannya benar-benar palsu.,Negatif
Produknya agak halus.,Positif
Barang ini cukup oke.,Positif
Bahannya benar-benar kasar.,Negatif
Bahannya agak original.,Positif
Barang ini benar-benar keren.,Positif
Produknya sangat rapi.,Positif
Bahannya sangat original.,Positif
Paketnya benar-benar penyok.,Negatif
Pengirimannya terlalu original.,Positif
Pelayanannya cukup cepat.,Positif
Pengirimannya agak oke.,Positif
Produknya terlalu palsu.,Negatif
Pengirimannya cukup keren.,Positif
Barang ini lumayan bagus.,Positif
Paketnya terlalu oke.,Positif
Barang ini terlalu halus.,Positif
Pengirimannya terlalu mengecewakan.,Negatif
Barang ini cukup halus.,Positif
Pelayanannya cukup keren.,Positif
Bahannya lumayan rusak.,Negatif
Bahannya lumayan penyok.,Negatif
Pelayanannya sangat rusak.,Negatif
Pelayanannya terlalu penyok.,Negatif
Paketnya sangat memuaskan.,Positif
Pengirimannya sangat memuaskan.,Positif
Pengirimannya terlalu halus.,Positif
Kualitasnya terlalu mengecewakan.,Negatif
Barang ini benar-benar rapi.,Positif
Kualitasnya cukup palsu.,Negatif
Kualitasnya agak palsu.,Negatif
Pengirimannya lumayan jelek.,Negatif
Pelayanannya lumayan jelek.,Negatif
Barang ini sangat kasar.,Negatif
Barang ini cukup kasar.,Negatif
Kualitasnya sangat palsu.,Negatif
Barang ini cukup oke.,Positif
Produknya terlalu mantap.,Positif
Pelayanannya sangat keren.,Positif
Bahannya terlalu penyok.,Negatif
Paketnya sangat oke.,Positif
Pelayanannya cukup memuaskan.,Positif
Bahannya terlalu rusak.,Negatif
Bahannya lumayan bagus.,Positif
Pengirimannya lumayan mantap.,Positif
Barang ini benar-benar original.,Positif
Paketnya benar-benar palsu.,Negatif
Paketnya cukup oke.,Positif
Paketnya terlalu kasar.,Negatif
Pelayanannya terlalu bagus.,Positif
Kualitasnya cukup mengecewakan.,Negatif
Paketnya benar-benar halus.,Positif
Bahannya cukup memuaskan.,Positif
Barang ini benar-benar halus.,Positif
Produknya sangat kasar.,Negatif
Produknya benar-benar jelek.,Negatif
Bahannya lumayan rusak.,Negatif
Produknya terlalu mantap.,Positif
Barang ini terlalu penyok.,Negatif
Produknya lumayan mengecewakan.,Negatif
Pengirimannya terlalu penyok.,Negatif
Bahannya benar-benar bagus.,Positif
Barang ini benar-benar mantap.,Positif
Pelayanannya cukup mantap.,Positif
Produknya benar-benar lambat.,Negatif
Bahannya terlalu rusak.,Negatif
Produknya lumayan memuaskan.,Positif
Kualitasnya benar-benar rusak.,Negatif
Paketnya cukup mengecewakan.,Negatif
Pengirimannya cukup palsu.,Negatif
Pengirimannya lumayan palsu.,Negatif
Produknya benar-benar mantap.,Positif
Kualitasnya terlalu palsu.,Negatif
Pelayanannya agak palsu.,Negatif
Produknya terlalu halus.,Positif
Produknya cukup memuaskan.,Positif
Produknya sangat kasar.,Negatif
Paketnya agak palsu.,Negatif
Pelayanannya lumayan rusak.,Negatif
Pengirimannya lumayan lambat.,Negatif
Barang ini agak palsu.,Negatif
Pengirimannya sangat buruk.,Negatif
Pengirimannya sangat rusak.,Negatif
Barang ini benar-benar buruk.,Negatif
Kualitasnya sangat jelek.,Negatif
Kualitasnya sangat lambat.,Negatif
Pengirimannya agak oke.,Positif
Pengirimannya terlalu bagus.,Positif
Kualitasnya terlalu halus.,Positif
Pengirimannya cukup cepat.,Positif
Paketnya lumayan rapi.,Positif
Paketnya terlalu penyok.,Negatif
Kualitasnya benar-benar halus.,Positif
Pengirimannya agak keren.,Positif
Pelayanannya lumayan cepat.,Positif
Barang ini sangat lambat.,Negatif
Pengirimannya lumayan original.,Positif
Barang ini agak bagus.,Positif
Paketnya sangat buruk.,Negatif
Pelayanannya sangat mantap.,Positif
Paketnya sangat halus.,Positif
Barang ini benar-benar lambat.,Negatif
Pelayanannya benar-benar kasar.,Negatif
Pelayanannya agak buruk.,Negatif
Pelayanannya benar-benar mengecewakan.,Negatif
Pelayanannya terlalu palsu.,Negatif
Pengirimannya lumayan mantap.,Positif
Barang ini benar-benar jelek.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Barang ini agak oke.,Positif
Barang ini terlalu mantap.,Positif
Pengirimannya cukup mengecewakan.,Negatif
Produknya sangat cepat.,Positif
Bahannya terlalu palsu.,Negatif
Kualitasnya lumayan bagus.,Positif
Barang ini terlalu palsu.,Negatif
Paketnya terlalu original.,Positif
Bahannya cukup memuaskan.,Positif
Barang ini terlalu buruk.,Negatif
Pengirimannya cukup buruk.,Negatif
Pelayanannya terlalu rapi.,Positif
Kualitasnya sangat jelek.,Negatif
Bahannya sangat original.,Positif
Pelayanannya sangat rusak.,Negatif
Bahannya cukup mantap.,Positif
Barang ini lumayan buruk.,Negatif
Bahannya terlalu penyok.,Negatif
Kualitasnya terlalu mantap.,Positif
Kualitasnya cukup oke.,Positif
Pengirimannya cukup rapi.,Positif
Barang ini benar-benar penyok.,Negatif
Kualitasnya benar-benar cepat.,Positif
Pelayanannya agak penyok.,Negatif
Produknya cukup lambat.,Negatif
Bahannya terlalu mengecewakan.,Negatif
Bahannya terlalu lambat.,Negatif
Bahannya sangat kasar.,Negatif
Barang ini lumayan palsu.,Negatif
Barang ini sangat buruk.,Negatif
Paketnya terlalu halus.,Positif
Produknya cukup keren.,Positif
Pengirimannya terlalu keren.,Positif
Paketnya agak kasar.,Negatif
Paketnya lumayan palsu.,Negatif
Paketnya cukup jelek.,Negatif
Bahannya lumayan original.,Positif
Produknya sangat oke.,Positif
Bahannya lumayan jelek.,Negatif
Pengirimannya benar-benar lambat.,Negatif
Barang ini terlalu jelek.,Negatif
Produknya terlalu mantap.,Positif
Bahannya cukup mantap.,Positif
Kualitasnya cukup keren.,Positif
Kualitasnya lumayan penyok.,Negatif
Barang ini benar-benar kasar.,Negatif
Pelayanannya lumayan rapi.,Positif
Kualitasnya agak halus.,Positif
Paketnya benar-benar halus.,Positif
Kualitasnya agak palsu.,Negatif
Paketnya terlalu halus.,Positif
Kualitasnya cukup mengecewakan.,Negatif
Barang ini lumayan rusak.,Negatif
Bahannya sangat mantap.,Positif
Bahannya benar-benar memuaskan.,Positif
Pelayanannya cukup penyok.,Negatif
Kualitasnya sangat mengecewakan.,Negatif
Barang ini agak original.,Positif
Pelayanannya lumayan kasar.,Negatif
Produknya benar-benar mengecewakan.,Negatif
Paketnya lumayan buruk.,Negatif
Paketnya lumayan oke.,Positif
Produknya cukup mengecewakan.,Negatif
Barang ini benar-benar bagus.,Positif
Kualitasnya cukup kasar.,Negatif
Pengirimannya cukup lambat.,Negatif
Pengirimannya terlalu lambat.,Negatif
Bahannya terlalu palsu.,Negatif
Pengirimannya terlalu lambat.,Negatif
Barang ini agak mengecewakan.,Negatif
Bahannya terlalu cepat.,Positif
Paketnya agak palsu.,Negatif
Kualitasnya agak halus.,Positif
Paketnya cukup oke.,Positif
Barang ini lumayan penyok.,Negatif
Pelayanannya agak palsu.,Negatif
Bahannya terlalu buruk.,Negatif
Bahannya cukup jelek.,Negatif
Bahannya benar-benar halus.,Positif
Kualitasnya cukup halus.,Positif
Kualitasnya sangat rusak.,Negatif
Paketnya agak memuaskan.,Positif
Pengirimannya sangat halus.,Positif
Produknya sangat rusak.,Negatif
Produknya sangat jelek.,Negatif
Produknya terlalu keren.,Positif
Barang ini benar-benar kasar.,Negatif
Kualitasnya lumayan buruk.,Negatif
Bahannya lumayan rusak.,Negatif
Bahannya benar-benar keren.,Positif
Produknya agak mengecewakan.,Negatif
Produknya lumayan kasar.,Negatif
Produknya benar-benar cepat.,Positif
Pengirimannya cukup palsu.,Negatif
Pelayanannya cukup kasar.,Negatif
Pengirimannya lumayan cepat.,Positif
Barang ini sangat rusak.,Negatif
Pengirimannya sangat memuaskan.,Positif
Produknya agak penyok.,Negatif
Pengirimannya sangat original.,Positif
Barang ini agak original.,Positif
Kualitasnya lumayan keren.,Positif
Produknya benar-benar rusak.,Negatif
Barang ini terlalu buruk.,Negatif
Pengirimannya terlalu palsu.,Negatif
Bahannya benar-benar halus.,Positif
Produknya lumayan palsu.,Negatif
Produknya benar-benar palsu.,Negatif
Pelayanannya benar-benar penyok.,Negatif
Paketnya terlalu lambat.,Negatif
Pelayanannya sangat jelek.,Negatif
Pelayanannya agak bagus.,Positif
Bahannya benar-benar kasar.,Negatif
Barang ini cukup rusak.,Negatif
Produknya lumayan lambat.,Negatif
Paketnya sangat rusak.,Negatif
Kualitasnya benar-benar palsu.,Negatif
Barang ini lumayan bagus.,Positif
Barang ini sangat oke.,Positif
Barang ini agak original.,Positif
Kualitasnya agak halus.,Positif
Pengirimannya cukup palsu.,Negatif
Bahannya lumayan kasar.,Negatif
Bahannya lumayan memuaskan.,Positif
Produknya lumayan kasar.,Negatif
Pengirimannya terlalu rusak.,Negatif
Bahannya terlalu original.,Positif
Bahannya cukup buruk.,Negatif
Pelayanannya sangat rusak.,Negatif
Kualitasnya benar-benar cepat.,Positif
Pengirimannya benar-benar kasar.,Negatif
Kualitasnya sangat kasar.,Negatif
Barang ini cukup mengecewakan.,Negatif
Barang ini benar-benar kasar.,Negatif
Produknya lumayan halus.,Positif
Barang ini benar-benar jelek.,Negatif
Barang ini sangat rusak.,Negatif
Pelayanannya agak cepat.,Positif
Bahannya terlalu mantap.,Positif
Paketnya terlalu original.,Positif
Bahannya cukup rapi.,Positif
Bahannya cukup rapi.,Positif
Pengirimannya sangat bagus.,Positif
Pelayanannya cukup rapi.,Positif
Produknya sangat kasar.,Negatif
Paketnya cukup kasar.,Negatif
Produknya agak lambat.,Negatif
Pelayanannya sangat oke.,Positif
Produknya lumayan mantap.,Positif
Pelayanannya lumayan buruk.,Negatif
Paketnya terlalu halus.,Positif
Pengirimannya lumayan oke.,Positif
Pengirimannya terlalu halus.,Positif
Pelayanannya agak penyok.,Negatif
Kualitasnya lumayan kasar.,Negatif
Barang ini benar-benar jelek.,Negatif
Bahannya benar-benar halus.,Positif
Kualitasnya terlalu palsu.,Negatif
Paketnya benar-benar keren.,Positif
Paketnya cukup original.,Positif
Paketnya cukup halus.,Positif
Pengirimannya agak cepat.,Positif
Pengirimannya benar-benar palsu.,Negatif
Kualitasnya sangat original.,Positif
Produknya terlalu penyok.,Negatif
Produknya terlalu palsu.,Negatif
Pengirimannya terlalu mantap.,Positif
Bahannya sangat oke.,Positif
Produknya terlalu mengecewakan.,Negatif
Bahannya benar-benar oke.,Positif
Bahannya cukup penyok.,Negatif
Pelayanannya benar-benar rusak.,Negatif
Kualitasnya sangat mengecewakan.,Negatif
Pengirimannya benar-benar oke.,Positif
Paketnya agak original.,Positif
Bahannya benar-benar oke.,Positif
Produknya agak mengecewakan.,Negatif
Produknya benar-benar keren.,Positif
Barang ini agak halus.,Positif
Bahannya sangat palsu.,Negatif
Pengirimannya terlalu keren.,Positif
Bahannya benar-benar kasar.,Negatif
Kualitasnya cukup original.,Positif
Pelayanannya sangat mantap.,Positif
Produknya terlalu rapi.,Positif
Pengirimannya terlalu penyok.,Negatif
Pengirimannya benar-benar mengecewakan.,Negatif
Pelayanannya benar-benar jelek.,Negatif
Pengirimannya cukup oke.,Positif
Kualitasnya benar-benar halus.,Positif
Kualitasnya benar-benar buruk.,Negatif
Bahannya terlalu kasar.,Negatif
Paketnya terlalu bagus.,Positif
Pengirimannya agak keren.,Positif
Pengirimannya lumayan jelek.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Produknya cukup buruk.,Negatif
Kualitasnya cukup cepat.,Positif
Paketnya cukup cepat.,Positif
Pelayanannya lumayan keren.,Positif
Pelayanannya agak oke.,Positif
Pengirimannya benar-benar rusak.,Negatif
Bahannya cukup original.,Positif
Barang ini benar-benar lambat.,Negatif
Kualitasnya lumayan kasar.,Negatif
Pengirimannya terlalu original.,Positif
Bahannya lumayan kasar.,Negatif
Kualitasnya benar-benar jelek.,Negatif
Bahannya agak original.,Positif
Produknya cukup rusak.,Negatif
Bahannya terlalu original.,Positif
Barang ini agak mengecewakan.,Negatif
Pelayanannya lumayan original.,Positif
Barang ini cukup keren.,Positif
Kualitasnya lumayan rapi.,Positif
Produknya agak keren.,Positif
Pengirimannya sangat keren.,Positif
Pelayanannya lumayan buruk.,Negatif
Kualitasnya terlalu oke.,Positif
Produknya cukup oke.,Positif
Pelayanannya lumayan palsu.,Negatif
Pengirimannya benar-benar halus.,Positif
Barang ini lumayan bagus.,Positif
Barang ini benar-benar mantap.,Positif
Kualitasnya sangat mantap.,Positif
Pengirimannya cukup cepat.,Positif
Kualitasnya cukup memuaskan.,Positif
Bahannya cukup oke.,Positif
Pengirimannya sangat palsu.,Negatif
Barang ini lumayan cepat.,Positif
Pelayanannya terlalu mengecewakan.,Negatif
Pelayanannya agak mantap.,Positif
Paketnya cukup halus.,Positif
Paketnya benar-benar palsu.,Negatif
Paketnya benar-benar lambat.,Negatif
Barang ini terlalu penyok.,Negatif
Bahannya agak kasar.,Negatif
Bahannya lumayan bagus.,Positif
Bahannya sangat keren.,Positif
Paketnya lumayan original.,Positif
Produknya sangat buruk.,Negatif
Barang ini cukup jelek.,Negatif
Bahannya cukup memuaskan.,Positif
Pengirimannya agak palsu.,Negatif
Produknya sangat rapi.,Positif
Produknya sangat bagus.,Positif
Barang ini benar-benar keren.,Positif
Pelayanannya sangat buruk.,Negatif
Bahannya cukup keren.,Positif
Paketnya lumayan original.,Positif
Paketnya terlalu rapi.,Positif
Barang ini agak lambat.,Negatif
Pelayanannya sangat cepat.,Positif
Bahannya cukup mantap.,Positif
Barang ini agak halus.,Positif
Pelayanannya terlalu rapi.,Positif
Produknya sangat mengecewakan.,Negatif
Pengirimannya agak cepat.,Positif
Pengirimannya cukup original.,Positif
Paketnya benar-benar bagus.,Positif
Paketnya benar-benar penyok.,Negatif
Pengirimannya cukup rusak.,Negatif
Pelayanannya agak memuaskan.,Positif
Bahannya sangat mantap.,Positif
Bahannya sangat mantap.,Positif
Barang ini sangat halus.,Positif
Produknya cukup palsu.,Negatif
Barang ini benar-benar kasar.,Negatif
Kualitasnya sangat rapi.,Positif
Barang ini cukup bagus.,Positif
Bahannya terlalu lambat.,Negatif
Barang ini sangat kasar.,Negatif
Produknya terlalu keren.,Positif
Produknya sangat cepat.,Positif
Pelayanannya benar-benar buruk.,Negatif
Produknya agak rapi.,Positif
Kualitasnya benar-benar jelek.,Negatif
Pengirimannya agak mengecewakan.,Negatif
Pelayanannya lumayan rapi.,Positif
Bahannya benar-benar palsu.,Negatif
Produknya lumayan bagus.,Positif
Bahannya sangat rusak.,Negatif
Produknya sangat mantap.,Positif
Bahannya terlalu mantap.,Positif
Produknya agak oke.,Positif
Barang ini cukup palsu.,Negatif
Barang ini cukup mengecewakan.,Negatif
Pengirimannya cukup mantap.,Positif
Paketnya sangat original.,Positif
Bahannya cukup rusak.,Negatif
Pelayanannya lumayan rapi.,Positif
Pengirimannya cukup rapi.,Positif
Kualitasnya agak original.,Positif
Pelayanannya agak cepat.,Positif
Barang ini agak buruk.,Negatif
Pelayanannya terlalu penyok.,Negatif
Produknya sangat bagus.,Positif
Barang ini lumayan palsu.,Negatif
Barang ini agak rusak.,Negatif
Bahannya sangat buruk.,Negatif
Paketnya lumayan oke.,Positif
Paketnya terlalu mengecewakan.,Negatif
Pengirimannya agak oke.,Positif
Produknya cukup lambat.,Negatif
Paketnya lumayan buruk.,Negatif
Bahannya terlalu halus.,Positif
Kualitasnya sangat penyok.,Negatif
Pelayanannya agak keren.,Positif
Barang ini terlalu lambat.,Negatif
Produknya sangat buruk.,Negatif
Barang ini benar-benar rusak.,Negatif
Bahannya lumayan keren.,Positif
Kualitasnya cukup mantap.,Positif
Pengirimannya cukup cepat.,Positif
Bahannya sangat oke.,Positif
Bahannya terlalu memuaskan.,Positif
Pelayanannya sangat mengecewakan.,Negatif
Kualitasnya terlalu kasar.,Negatif
Barang ini terlalu palsu.,Negatif
Paketnya agak halus.,Positif
Kualitasnya benar-benar kasar.,Negatif
Bahannya sangat original.,Positif
Paketnya sangat mantap.,Positif
Pengirimannya cukup buruk.,Negatif
Pengirimannya terlalu original.,Positif
Kualitasnya terlalu kasar.,Negatif
Produknya terlalu penyok.,Negatif
Pengirimannya lumayan rapi.,Positif
Produknya lumayan memuaskan.,Positif
Bahannya benar-benar kasar.,Negatif
Produknya sangat keren.,Positif
Pelayanannya cukup lambat.,Negatif
Produknya benar-benar rusak.,Negatif
Pengirimannya benar-benar oke.,Positif
Kualitasnya sangat lambat.,Negatif
Pelayanannya agak jelek.,Negatif
Barang ini agak keren.,Positif
Pengirimannya cukup original.,Positif
Kualitasnya agak rusak.,Negatif
Paketnya cukup mengecewakan.,Negatif
Barang ini cukup oke.,Positif
Pengirimannya sangat jelek.,Negatif
Paketnya cukup kasar.,Negatif
Produknya agak penyok.,Negatif
Bahannya benar-benar original.,Positif
Pengirimannya benar-benar kasar.,Negatif
Pengirimannya terlalu penyok.,Negatif
Paketnya sangat kasar.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Barang ini cukup rapi.,Positif
Paketnya sangat mengecewakan.,Negatif
Produknya lumayan oke.,Positif
Pengirimannya terlalu oke.,Positif
Pengirimannya terlalu bagus.,Positif
Pelayanannya agak rapi.,Positif
Pengirimannya lumayan mantap.,Positif
Pengirimannya sangat rusak.,Negatif
Pengirimannya sangat bagus.,Positif
Paketnya terlalu palsu.,Negatif
Barang ini cukup halus.,Positif
Kualitasnya sangat cepat.,Positif
Bahannya agak mengecewakan.,Negatif
Bahannya terlalu cepat.,Positif
Paketnya cukup jelek.,Negatif
Barang ini terlalu bagus.,Positif
Paketnya sangat kasar.,Negatif
Kualitasnya terlalu jelek.,Negatif
Paketnya benar-benar rusak.,Negatif
Produknya terlalu memuaskan.,Positif
Pengirimannya lumayan buruk.,Negatif
Produknya benar-benar rusak.,Negatif
Pengirimannya benar-benar lambat.,Negatif
Produknya benar-benar buruk.,Negatif
Bahannya terlalu cepat.,Positif
Pengirimannya terlalu keren.,Positif
Pengirimannya agak halus.,Positif
Pengirimannya terlalu rapi.,Positif
Paketnya cukup penyok.,Negatif
Barang ini lumayan jelek.,Negatif
Kualitasnya cukup penyok.,Negatif
Bahannya agak cepat.,Positif
Pengirimannya agak bagus.,Positif
Paketnya benar-benar palsu.,Negatif
Produknya benar-benar rapi.,Positif
Produknya cukup palsu.,Negatif
Paketnya terlalu lambat.,Negatif
Paketnya sangat rapi.,Positif
Bahannya cukup lambat.,Negatif
Pengirimannya lumayan original.,Positif
Bahannya lumayan buruk.,Negatif
Bahannya lumayan keren.,Positif
Produknya terlalu halus.,Positif
Produknya sangat cepat.,Positif
Pelayanannya sangat buruk.,Negatif
Pelayanannya cukup lambat.,Negatif
Pelayanannya lumayan cepat.,Positif
Bahannya terlalu mantap.,Positif
Kualitasnya terlalu rusak.,Negatif
Barang ini agak rapi.,Positif
Bahannya agak palsu.,Negatif
Pengirimannya cukup kasar.,Negatif
Bahannya agak memuaskan.,Positif
Kualitasnya cukup memuaskan.,Positif
Pengirimannya cukup lambat.,Negatif
Pelayanannya cukup penyok.,Negatif
Barang ini terlalu original.,Positif
Barang ini lumayan kasar.,Negatif
Produknya agak memuaskan.,Positif
Paketnya cukup rusak.,Negatif
